classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
89201325,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:08:57 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:08:52.668Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:08:57.649Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Other""}]","{""17920101"":{""retired"":null,""id"":""48"",""image"":""48_PSP_003075_2020_RED_19829_10169.jpg""}}",17920101
89201355,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:06 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:08:58.675Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:06.458Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Other""}]","{""17920361"":{""retired"":null,""id"":""220"",""image"":""220_ESP_019926_2070_RED_15616_9965.jpg""}}",17920361
89201377,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:11 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:07.686Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:11.837Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920174"":{""retired"":null,""id"":""95"",""image"":""95_ESP_011610_1825_RED_17066_8414.jpg""}}",17920174
89201389,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:15 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:12.816Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:15.390Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Light on dark background""}]","{""17920562"":{""retired"":null,""id"":""314"",""image"":""314_ESP_032340_1060_RED_12959_9163.jpg""}}",17920562
89201416,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:21 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:16.292Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:21.578Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Other""}]","{""17920242"":{""retired"":null,""id"":""146"",""image"":""146_ESP_016299_2095_RED_34057_9689.jpg""}}",17920242
89201434,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:25 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:22.515Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:25.752Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920796"":{""retired"":null,""id"":""528"",""image"":""528_ESP_038985_2005_RED_13741_8923.jpg""}}",17920796
89201450,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:29 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:26.780Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:29.858Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920570"":{""retired"":null,""id"":""317"",""image"":""317_ESP_032577_1920_RED_10680_8692.jpg""}}",17920570
89201471,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:34 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:30.771Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:34.167Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Other""}]","{""17920049"":{""retired"":null,""id"":""7"",""image"":""7_PSP_004770_1710_RED_25936_10625.jpg""}}",17920049
89201487,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:38 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:35.103Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:38.105Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920058"":{""retired"":null,""id"":""12"",""image"":""12_PSP_009185_1770_RED_20801_9678.jpg""}}",17920058
89201503,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:41 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:38.929Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:41.862Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920086"":{""retired"":null,""id"":""31"",""image"":""31_PSP_007246_1890_RED_21802_11227.jpg""}}",17920086
89201515,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:45 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:42.764Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:45.856Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Other""}]","{""17920117"":{""retired"":null,""id"":""56"",""image"":""56_PSP_003101_2065_RED_19327_9984.jpg""}}",17920117
89201531,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:49 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:46.680Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:49.512Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920164"":{""retired"":null,""id"":""89"",""image"":""89_ESP_013161_1715_RED_11389_4496.jpg""}}",17920164
89201543,garydoranjr,1737747,d27fa03947dd07f43756,6060,Fresh Impact Pre-Filter,7.10,2018-02-07 22:09:52 UTC,,,"{""session"":""18a09d8e3b9e51cca2798f3e47b8201657dcf0a80c575f4ae2cf762f17f86467"",""viewport"":{""width"":1920,""height"":978},""started_at"":""2018-02-07T22:09:50.414Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:52.0) Gecko/20100101 Firefox/52.0"",""utc_offset"":""28800"",""finished_at"":""2018-02-07T22:09:52.932Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":880,""clientHeight"":880,""naturalWidth"":2001,""naturalHeight"":2001}]}","[{""task"":""T0"",""task_label"":""What general type of impact is this?"",""value"":""Dark on light background""}]","{""17920265"":{""retired"":null,""id"":""160"",""image"":""160_ESP_016994_2245_RED_23979_9588.jpg""}}",17920265
